Algorithm,Frequency,Amplitude,Phase,Fx,Fy,Fz,Rate,K,CompressionRatio,X,Y,Z,MeanCompressTime,MeanDecompressTime,MeanMSE,MeanOriginalSize,MeanCompressedSize
FFT,1,0.1,0,0.1,0.1,0.4,1,1,0.6,3,7,7,3.8955e-05,1.3595e-05,0.00555795,1176,31
FFT,1,0.1,0,0.1,0.1,0.4,1,1,0.7,3,7,7,4.067e-05,1.43e-05,0.000770562,1176,47
FFT,1,0.1,0,0.1,0.1,0.4,1,1,0.8,3,7,7,3.8645e-05,1.3495e-05,0.000770562,1176,47
FFT,1,0.1,0,0.1,0.1,0.4,1,1,0.9,3,7,7,3.8155e-05,1.3325e-05,0.000770562,1176,47
FFT,1,0.1,0,0.1,0.1,0.4,1,1,1,3,7,7,3.9835e-05,1.34e-05,0.000770562,1176,47
ZFP,1,0.1,0,0.1,0.1,0.7,1,1,0.1,3,7,7,1.735e-06,9.45e-07,0.00260069,1176,76
ZFP,1,0.1,0,0.1,0.1,0.7,2,1,0.1,3,7,7,1.895e-06,1.14e-06,0.000659313,1176,108
ZFP,1,0.1,0,0.1,0.1,0.7,3,1,0.1,3,7,7,2.14e-06,1.29e-06,0.00039911,1176,140
ZFP,1,0.1,0,0.1,0.1,0.7,4,1,0.1,3,7,7,2.16e-06,1.355e-06,0.000148757,1176,172
ZFP,1,0.1,0,0.1,0.1,0.7,5,1,0.1,3,7,7,2.195e-06,1.355e-06,4.2378e-05,1176,204
ZFP,1,0.1,0,0.1,0.1,0.7,6,1,0.1,3,7,7,2.465e-06,1.565e-06,1.53358e-05,1176,236
ZFP,1,0.1,0,0.1,0.1,0.7,7,1,0.1,3,7,7,2.72e-06,2.15e-06,4.24144e-06,1176,268
ZFP,1,0.1,0,0.1,0.1,0.7,8,1,0.1,3,7,7,2.765e-06,1.84e-06,1.16178e-06,1176,300
ZFP,1,0.1,0,0.1,0.1,0.7,9,1,0.1,3,7,7,2.865e-06,1.94e-06,2.90141e-07,1176,332
ZFP,1,0.1,0,0.1,0.1,0.7,10,1,0.1,3,7,7,2.915e-06,1.94e-06,6.25336e-08,1176,364
ZFP,1,0.1,0,0.1,0.1,0.7,11,1,0.1,3,7,7,3.065e-06,3.565e-06,1.5639e-08,1176,396
ZFP,1,0.1,0,0.1,0.1,0.7,12,1,0.1,3,7,7,3.2e-06,2.215e-06,2.72197e-09,1176,428
ZFP,1,0.1,0,0.1,0.1,0.7,13,1,0.1,3,7,7,3.385e-06,2.465e-06,8.53695e-10,1176,460
ZFP,1,0.1,0,0.1,0.1,0.7,14,1,0.1,3,7,7,3.585e-06,2.645e-06,2.31474e-10,1176,492
ZFP,1,0.1,0,0.1,0.1,0.7,15,1,0.1,3,7,7,3.83e-06,2.76e-06,5.25942e-11,1176,524
ZFP,1,0.1,0,0.1,0.1,0.7,16,1,0.1,3,7,7,3.75e-06,2.725e-06,1.50975e-11,1176,556
ZFP,1,0.1,0,0.1,0.1,0.7,17,1,0.1,3,7,7,3.86e-06,2.895e-06,4.94508e-12,1176,588
ZFP,1,0.1,0,0.1,0.1,0.7,18,1,0.1,3,7,7,4.23e-06,3.305e-06,9.75291e-13,1176,620
ZFP,1,0.1,0,0.1,0.1,0.7,19,1,0.1,3,7,7,4.215e-06,3.235e-06,2.67089e-13,1176,652
ZFP,1,0.1,0,0.1,0.1,0.7,20,1,0.1,3,7,7,4.365e-06,3.35e-06,4.93481e-14,1176,684
ZFP,1,0.1,0,0.1,0.1,0.7,21,1,0.1,3,7,7,4.62e-06,3.52e-06,1.56199e-14,1176,716
ZFP,1,0.1,0,0.1,0.1,0.7,22,1,0.1,3,7,7,4.59e-06,3.67e-06,3.38994e-15,1176,748
ZFP,1,0.1,0,0.1,0.1,0.7,23,1,0.1,3,7,7,4.755e-06,3.77e-06,9.38313e-16,1176,780
ZFP,1,0.1,0,0.1,0.1,0.7,24,1,0.1,3,7,7,5.49e-06,4.72e-06,1.89537e-16,1176,812
ZFP,1,0.1,0,0.1,0.1,0.7,25,1,0.1,3,7,7,6.885e-06,4.235e-06,6.77469e-17,1176,844
ZFP,1,0.1,0,0.1,0.1,0.7,26,1,0.1,3,7,7,5.255e-06,4.12e-06,1.65091e-17,1176,876
ZFP,1,0.1,0,0.1,0.1,0.7,27,1,0.1,3,7,7,5.5e-06,5.81e-06,3.0679e-18,1176,908
ZFP,1,0.1,0,0.1,0.1,0.7,28,1,0.1,3,7,7,5.3e-06,4.55e-06,1.23491e-18,1176,940
ZFP,1,0.1,0,0.1,0.1,0.7,29,1,0.1,3,7,7,5.595e-06,4.6e-06,1.97881e-19,1176,972
ZFP,1,0.1,0,0.1,0.1,0.7,30,1,0.1,3,7,7,5.495e-06,4.65e-06,5.31867e-20,1176,1004
ZFP,1,0.1,0,0.1,0.1,0.7,31,1,0.1,3,7,7,5.78e-06,4.8e-06,1.34022e-20,1176,1036
ZFP,1,0.1,0,0.1,0.1,0.7,32,1,0.1,3,7,7,5.845e-06,4.945e-06,3.67596e-21,1176,1068
ZFP,1,0.1,0,0.1,0.1,0.7,33,1,0.1,3,7,7,5.975e-06,5.055e-06,8.64673e-22,1176,1100
ZFP,1,0.1,0,0.1,0.1,0.7,34,1,0.1,3,7,7,6.015e-06,5.12e-06,2.04955e-22,1176,1132
ZFP,1,0.1,0,0.1,0.1,0.7,35,1,0.1,3,7,7,6.165e-06,5.275e-06,5.17361e-23,1176,1164
ZFP,1,0.1,0,0.1,0.1,0.7,36,1,0.1,3,7,7,6.24e-06,5.495e-06,1.60818e-23,1176,1196
ZFP,1,0.1,0,0.1,0.1,0.7,37,1,0.1,3,7,7,6.355e-06,5.54e-06,3.57874e-24,1176,1228
ZFP,1,0.1,0,0.1,0.1,0.7,38,1,0.1,3,7,7,6.615e-06,5.61e-06,7.04089e-25,1176,1260
ZFP,1,0.1,0,0.1,0.1,0.7,39,1,0.1,3,7,7,6.7e-06,5.79e-06,2.05679e-25,1176,1292
ZFP,1,0.1,0,0.1,0.1,0.7,40,1,0.1,3,7,7,6.64e-06,5.835e-06,4.57752e-26,1176,1324
ZFP,1,0.1,0,0.1,0.1,0.7,41,1,0.1,3,7,7,7.07e-06,6.105e-06,1.34129e-26,1176,1356
ZFP,1,0.1,0,0.1,0.1,0.7,42,1,0.1,3,7,7,6.985e-06,6.265e-06,3.88551e-27,1176,1388
ZFP,1,0.1,0,0.1,0.1,0.7,43,1,0.1,3,7,7,7.245e-06,6.29e-06,7.51199e-28,1176,1420
ZFP,1,0.1,0,0.1,0.1,0.7,44,1,0.1,3,7,7,7.18e-06,6.385e-06,2.33828e-28,1176,1452
ZFP,1,0.1,0,0.1,0.1,0.7,45,1,0.1,3,7,7,7.505e-06,6.65e-06,4.5103e-29,1176,1484
ZFP,1,0.1,0,0.1,0.1,0.7,46,1,0.1,3,7,7,7.365e-06,6.6e-06,1.31698e-29,1176,1516
ZFP,1,0.1,0,0.1,0.1,0.7,47,1,0.1,3,7,7,7.585e-06,6.81e-06,3.34715e-30,1176,1548
ZFP,1,0.1,0,0.1,0.1,0.7,48,1,0.1,3,7,7,7.75e-06,6.935e-06,9.51548e-31,1176,1580
ZFP,1,0.1,0,0.1,0.1,0.7,49,1,0.1,3,7,7,8.39e-06,7.285e-06,2.11694e-31,1176,1612
ZFP,1,0.1,0,0.1,0.1,0.7,50,1,0.1,3,7,7,8.02e-06,7.265e-06,4.95163e-32,1176,1644
ZFP,1,0.1,0,0.1,0.1,0.7,51,1,0.1,3,7,7,8.07e-06,7.65e-06,1.40394e-32,1176,1676
ZFP,1,0.1,0,0.1,0.1,0.7,52,1,0.1,3,7,7,8.57e-06,7.505e-06,2.57779e-33,1176,1708
ZFP,1,0.1,0,0.1,0.1,0.7,53,1,0.1,3,7,7,8.52e-06,7.65e-06,8.89901e-34,1176,1740
ZFP,1,0.1,0,0.1,0.1,0.7,54,1,0.1,3,7,7,8.645e-06,7.745e-06,1.97871e-34,1176,1772
ZFP,1,0.1,0,0.1,0.1,0.7,55,1,0.1,3,7,7,8.6e-06,7.915e-06,6.10557e-35,1176,1804
ZFP,1,0.1,0,0.1,0.1,0.7,56,1,0.1,3,7,7,8.95e-06,7.965e-06,7.93687e-36,1176,1836
ZFP,1,0.1,0,0.1,0.1,0.7,57,1,0.1,3,7,7,9.195e-06,9.055e-06,2.72877e-36,1176,1868
ZFP,1,0.1,0,0.1,0.1,0.7,58,1,0.1,3,7,7,9.295e-06,8.175e-06,7.4413e-38,1176,1900
ZFP,1,0.1,0,0.1,0.1,0.7,59,1,0.1,3,7,7,9.465e-06,8.415e-06,3.58296e-38,1176,1932
ZFP,1,0.1,0,0.1,0.1,0.7,60,1,0.1,3,7,7,1.012e-05,9.81e-06,5.83749e-39,1176,1964
ZFP,1,0.1,0,0.1,0.1,0.7,61,1,0.1,3,7,7,9.49e-06,8.65e-06,1.79923e-40,1176,1996
ZFP,1,0.1,0,0.1,0.1,0.7,62,1,0.1,3,7,7,9.465e-06,8.745e-06,1.99914e-41,1176,2028
ZFP,1,0.1,0,0.1,0.1,0.7,63,1,0.1,3,7,7,9.62e-06,8.99e-06,1.99914e-41,1176,2060
ZFP,1,0.1,0,0.1,0.1,0.7,64,1,0.1,3,7,7,9.81e-06,8.91e-06,1.99914e-41,1176,2092
SVD,1,0.1,0,0.1,0.1,0.7,1,1,0.1,3,7,7,0.0003148,2.965e-05,0.000202366,1176,264
SVD,1,0.1,0,0.1,0.1,0.7,1,2,0.1,3,7,7,0.00043996,4.933e-05,1.2743e-32,1176,496
SVD,1,0.1,0,0.1,0.1,0.7,1,3,0.1,3,7,7,0.00037448,5.277e-05,1.28495e-32,1176,728
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.1,3,7,7,6.336e-05,2.07e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.2,3,7,7,4.768e-05,2.1875e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.3,3,7,7,3.896e-05,1.3575e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.4,3,7,7,4.198e-05,1.5025e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.5,3,7,7,4.581e-05,1.783e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.6,3,7,7,3.799e-05,1.3355e-05,0.00528106,1176,31
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.7,3,7,7,4.264e-05,1.536e-05,0.000815376,1176,47
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.8,3,7,7,4.48e-05,1.581e-05,0.000815376,1176,47
FFT,1,0.1,0,0.1,0.1,0.7,1,1,0.9,3,7,7,3.8335e-05,1.333e-05,0.000815376,1176,47
FFT,1,0.1,0,0.1,0.1,0.7,1,1,1,3,7,7,3.864e-05,1.357e-05,0.000815376,1176,47
ZFP,1,0.1,0,0.1,0.1,1,1,1,0.1,3,7,7,1.725e-06,9.8e-07,0.00763919,1176,76
ZFP,1,0.1,0,0.1,0.1,1,2,1,0.1,3,7,7,1.845e-06,1.085e-06,0.00172334,1176,108
ZFP,1,0.1,0,0.1,0.1,1,3,1,0.1,3,7,7,1.96e-06,1.235e-06,0.000714077,1176,140
ZFP,1,0.1,0,0.1,0.1,1,4,1,0.1,3,7,7,2.015e-06,1.24e-06,0.000205882,1176,172
ZFP,1,0.1,0,0.1,0.1,1,5,1,0.1,3,7,7,2.385e-06,1.495e-06,5.88034e-05,1176,204
ZFP,1,0.1,0,0.1,0.1,1,6,1,0.1,3,7,7,2.42e-06,1.48e-06,2.1298e-05,1176,236
ZFP,1,0.1,0,0.1,0.1,1,7,1,0.1,3,7,7,2.725e-06,1.72e-06,4.82718e-06,1176,268
ZFP,1,0.1,0,0.1,0.1,1,8,1,0.1,3,7,7,2.72e-06,1.81e-06,1.46901e-06,1176,300
ZFP,1,0.1,0,0.1,0.1,1,9,1,0.1,3,7,7,2.755e-06,1.845e-06,2.8442e-07,1176,332
ZFP,1,0.1,0,0.1,0.1,1,10,1,0.1,3,7,7,3.085e-06,2.085e-06,8.43845e-08,1176,364
ZFP,1,0.1,0,0.1,0.1,1,11,1,0.1,3,7,7,3.07e-06,4.155e-06,2.07182e-08,1176,396
ZFP,1,0.1,0,0.1,0.1,1,12,1,0.1,3,7,7,3.155e-06,2.26e-06,4.38364e-09,1176,428
ZFP,1,0.1,0,0.1,0.1,1,13,1,0.1,3,7,7,3.39e-06,2.46e-06,1.60331e-09,1176,460
ZFP,1,0.1,0,0.1,0.1,1,14,1,0.1,3,7,7,3.885e-06,2.6e-06,3.62524e-10,1176,492
ZFP,1,0.1,0,0.1,0.1,1,15,1,0.1,3,7,7,3.67e-06,2.76e-06,8.25123e-11,1176,524
ZFP,1,0.1,0,0.1,0.1,1,16,1,0.1,3,7,7,3.91e-06,2.865e-06,2.28613e-11,1176,556
ZFP,1,0.1,0,0.1,0.1,1,17,1,0.1,3,7,7,3.995e-06,2.965e-06,4.94544e-12,1176,588
ZFP,1,0.1,0,0.1,0.1,1,18,1,0.1,3,7,7,4.01e-06,3.005e-06,1.37025e-12,1176,620
ZFP,1,0.1,0,0.1,0.1,1,19,1,0.1,3,7,7,4.115e-06,3.1e-06,3.70058e-13,1176,652
ZFP,1,0.1,0,0.1,0.1,1,20,1,0.1,3,7,7,4.31e-06,3.295e-06,7.41376e-14,1176,684
ZFP,1,0.1,0,0.1,0.1,1,21,1,0.1,3,7,7,4.855e-06,3.55e-06,2.42438e-14,1176,716
ZFP,1,0.1,0,0.1,0.1,1,22,1,0.1,3,7,7,4.665e-06,3.635e-06,5.76545e-15,1176,748
ZFP,1,0.1,0,0.1,0.1,1,23,1,0.1,3,7,7,4.79e-06,3.765e-06,1.41955e-15,1176,780
ZFP,1,0.1,0,0.1,0.1,1,24,1,0.1,3,7,7,4.835e-06,4.385e-06,3.33652e-16,1176,812
ZFP,1,0.1,0,0.1,0.1,1,25,1,0.1,3,7,7,4.965e-06,4.035e-06,9.85937e-17,1176,844
ZFP,1,0.1,0,0.1,0.1,1,26,1,0.1,3,7,7,5.05e-06,4.155e-06,2.375e-17,1176,876
ZFP,1,0.1,0,0.1,0.1,1,27,1,0.1,3,7,7,5.105e-06,4.17e-06,5.48478e-18,1176,908
ZFP,1,0.1,0,0.1,0.1,1,28,1,0.1,3,7,7,5.395e-06,4.41e-06,1.25106e-18,1176,940
ZFP,1,0.1,0,0.1,0.1,1,29,1,0.1,3,7,7,5.36e-06,4.7e-06,3.51951e-19,1176,972
ZFP,1,0.1,0,0.1,0.1,1,30,1,0.1,3,7,7,5.525e-06,4.56e-06,8.46872e-20,1176,1004
ZFP,1,0.1,0,0.1,0.1,1,31,1,0.1,3,7,7,5.645e-06,4.715e-06,2.35799e-20,1176,1036
ZFP,1,0.1,0,0.1,0.1,1,32,1,0.1,3,7,7,5.975e-06,4.935e-06,4.19316e-21,1176,1068
ZFP,1,0.1,0,0.1,0.1,1,33,1,0.1,3,7,7,5.89e-06,5.005e-06,1.46767e-21,1176,1100
ZFP,1,0.1,0,0.1,0.1,1,34,1,0.1,3,7,7,6.125e-06,5.455e-06,3.47742e-22,1176,1132
ZFP,1,0.1,0,0.1,0.1,1,35,1,0.1,3,7,7,6.265e-06,5.235e-06,7.96877e-23,1176,1164
ZFP,1,0.1,0,0.1,0.1,1,36,1,0.1,3,7,7,6.355e-06,5.4e-06,1.95439e-23,1176,1196
ZFP,1,0.1,0,0.1,0.1,1,37,1,0.1,3,7,7,6.685e-06,5.58e-06,5.55412e-24,1176,1228
ZFP,1,0.1,0,0.1,0.1,1,38,1,0.1,3,7,7,7.3e-06,9.585e-06,1.09723e-24,1176,1260
ZFP,1,0.1,0,0.1,0.1,1,39,1,0.1,3,7,7,6.825e-06,5.85e-06,4.02219e-25,1176,1292
ZFP,1,0.1,0,0.1,0.1,1,40,1,0.1,3,7,7,7.34e-06,6.44e-06,8.08172e-26,1176,1324
ZFP,1,0.1,0,0.1,0.1,1,41,1,0.1,3,7,7,7.635e-06,6.57e-06,2.00335e-26,1176,1356
ZFP,1,0.1,0,0.1,0.1,1,42,1,0.1,3,7,7,7.235e-06,6.3e-06,4.37905e-27,1176,1388
ZFP,1,0.1,0,0.1,0.1,1,43,1,0.1,3,7,7,7.87e-06,7.58e-06,1.22094e-27,1176,1420
ZFP,1,0.1,0,0.1,0.1,1,44,1,0.1,3,7,7,7.6e-06,6.425e-06,3.14196e-28,1176,1452
ZFP,1,0.1,0,0.1,0.1,1,45,1,0.1,3,7,7,8.345e-06,6.84e-06,7.60586e-29,1176,1484
ZFP,1,0.1,0,0.1,0.1,1,46,1,0.1,3,7,7,9.355e-06,8.425e-06,1.88761e-29,1176,1516
ZFP,1,0.1,0,0.1,0.1,1,47,1,0.1,3,7,7,1.0385e-05,1.1925e-05,4.30325e-30,1176,1548
ZFP,1,0.1,0,0.1,0.1,1,48,1,0.1,3,7,7,8.54e-06,7.635e-06,1.05178e-30,1176,1580
ZFP,1,0.1,0,0.1,0.1,1,49,1,0.1,3,7,7,8.43e-06,7.215e-06,2.69111e-31,1176,1612
ZFP,1,0.1,0,0.1,0.1,1,50,1,0.1,3,7,7,8.32e-06,7.26e-06,6.15998e-32,1176,1644
ZFP,1,0.1,0,0.1,0.1,1,51,1,0.1,3,7,7,8.39e-06,7.405e-06,1.97222e-32,1176,1676
ZFP,1,0.1,0,0.1,0.1,1,52,1,0.1,3,7,7,8.645e-06,7.445e-06,5.38113e-33,1176,1708
ZFP,1,0.1,0,0.1,0.1,1,53,1,0.1,3,7,7,8.85e-06,7.645e-06,1.13911e-33,1176,1740
ZFP,1,0.1,0,0.1,0.1,1,54,1,0.1,3,7,7,8.835e-06,7.81e-06,2.79713e-34,1176,1772
ZFP,1,0.1,0,0.1,0.1,1,55,1,0.1,3,7,7,9.04e-06,7.93e-06,5.92984e-35,1176,1804
ZFP,1,0.1,0,0.1,0.1,1,56,1,0.1,3,7,7,9.675e-06,7.95e-06,1.95817e-35,1176,1836
ZFP,1,0.1,0,0.1,0.1,1,57,1,0.1,3,7,7,1.0335e-05,8.375e-06,3.55719e-36,1176,1868
ZFP,1,0.1,0,0.1,0.1,1,58,1,0.1,3,7,7,9.515e-06,8.91e-06,7.35444e-37,1176,1900
ZFP,1,0.1,0,0.1,0.1,1,59,1,0.1,3,7,7,9.705e-06,8.44e-06,1.79323e-38,1176,1932
ZFP,1,0.1,0,0.1,0.1,1,60,1,0.1,3,7,7,9.95e-06,8.52e-06,1.45937e-39,1176,1964
ZFP,1,0.1,0,0.1,0.1,1,61,1,0.1,3,7,7,1.0015e-05,8.65e-06,4.99785e-40,1176,1996
ZFP,1,0.1,0,0.1,0.1,1,62,1,0.1,3,7,7,9.91e-06,8.635e-06,4.49807e-41,1176,2028
ZFP,1,0.1,0,0.1,0.1,1,63,1,0.1,3,7,7,9.955e-06,8.83e-06,4.49807e-41,1176,2060
ZFP,1,0.1,0,0.1,0.1,1,64,1,0.1,3,7,7,9.95e-06,8.695e-06,4.49807e-41,1176,2092
SVD,1,0.1,0,0.1,0.1,1,1,1,0.1,3,7,7,0.000305165,2.916e-05,0.000247119,1176,264
SVD,1,0.1,0,0.1,0.1,1,1,2,0.1,3,7,7,0.000306185,3.706e-05,4.68366e-33,1176,496
SVD,1,0.1,0,0.1,0.1,1,1,3,0.1,3,7,7,0.00033756,4.8885e-05,4.63277e-33,1176,728
FFT,1,0.1,0,0.1,0.1,1,1,1,0.1,3,7,7,5.129e-05,1.718e-05,0.00455898,1176,31
FFT,1,0.1,0,0.1,0.1,1,1,1,0.2,3,7,7,3.9525e-05,1.3345e-05,0.00455898,1176,31
FFT,1,0.1,0,0.1,0.1,1,1,1,0.3,3,7,7,3.9885e-05,1.349e-05,0.00455898,1176,31
